img_name,trauma,doc_typ
3_220_1.png,1,1
3_221_1.png,0,1
3_226_1.png,1,1
3_227_1.png,1,1
3_229_1.png,0,1
3_230_1.png,1,1
3_231_1.png,0,1
3_235_1.png,1,1
3_236_1.png,0,1
3_237_1.png,1,1
3_239_1.png,0,1
3_243_1.png,1,1
3_244_1.png,0,1
3_245_1.png,0,1
3_247_1.png,1,1
3_248_1.png,1,1
3_249_1.png,0,1
3_250_1.png,1,1
3_251_1.png,0,1
3_253_1.png,1,1
3_256_1.png,1,1
4_137_1.png,1,1
4_138_1.png,1,1
4_139_1.png,1,1
4_141_1.png,1,1
4_142_1.png,1,1
4_143_1.png,1,1
4_144_1.png,1,1
4_145_1.png,0,1
4_147_1.png,0,1
4_148_1.png,1,1
4_149_1.png,1,1
4_151_1.png,1,1
4_155_1.png,0,1
4_156_1.png,0,1
4_157_1.png,0,1
4_158_1.png,0,1
4_159_1.png,1,1
4_160_1.png,1,1
4_161_1.png,1,1
4_162_1.png,1,1
4_163_1.png,0,1
4_166_1.png,1,1
4_170_1.png,0,1
4_171_1.png,0,1
4_172_1.png,1,1
4_173_1.png,1,1
4_174_1.png,1,1
4_175_1.png,1,1
4_176_1.png,1,1
4_178_1.png,0,1
4_179_1.png,1,1
4_180_1.png,1,1
4_181_1.png,0,1
4_182_1.png,0,1
4_183_1.png,1,1
4_184_1.png,1,1
4_185_1.png,1,1
4_186_1.png,1,1
4_187_1.png,1,1
4_190_1.png,0,1
4_191_1.png,1,1
4_192_1.png,1,1
4_193_1.png,1,1
4_194_1.png,0,1
4_195_1.png,1,1
4_199_1.png,1,1
4_200_1.png,1,1
4_202_1.png,1,1
4_203_1.png,1,1
4_206_1.png,1,1
4_207_1.png,1,1
4_209_1.png,1,1
4_210_1.png,1,1
4_211_1.png,0,1
4_214_1.png,1,1
4_215_1.png,1,1
4_216_1.png,0,1
4_217_1.png,1,1
4_219_1.png,1,1
4_220_1.png,1,1
4_221_1.png,0,1
4_226_1.png,1,1
4_227_1.png,1,1
4_229_1.png,0,1
4_230_1.png,1,1
4_231_1.png,0,1
4_235_1.png,1,1
4_236_1.png,0,1
4_237_1.png,1,1
4_239_1.png,0,1
4_243_1.png,1,1
4_244_1.png,0,1
4_245_1.png,0,1
4_247_1.png,1,1
4_248_1.png,1,1
4_249_1.png,0,1
4_250_1.png,1,1
4_251_1.png,0,1
4_253_1.png,1,1
4_256_1.png,1,1
5_137_1.png,1,1
5_138_1.png,1,1
5_139_1.png,1,1
5_141_1.png,1,1
5_142_1.png,1,1
5_143_1.png,1,1
5_144_1.png,1,1
5_145_1.png,0,1
5_147_1.png,0,1
5_148_1.png,1,1
5_149_1.png,1,1
5_151_1.png,1,1
5_155_1.png,0,1
5_156_1.png,0,1
5_157_1.png,0,1
5_158_1.png,0,1
5_159_1.png,1,1
5_160_1.png,1,1
5_161_1.png,1,1
5_162_1.png,1,1
5_163_1.png,0,1
5_166_1.png,1,1
5_170_1.png,0,1
5_171_1.png,0,1
5_172_1.png,1,1
5_173_1.png,1,1
5_174_1.png,1,1
5_175_1.png,1,1
5_176_1.png,1,1
5_178_1.png,0,1
5_179_1.png,1,1
5_180_1.png,1,1
5_181_1.png,0,1
5_182_1.png,0,1
5_183_1.png,1,1
5_184_1.png,1,1
5_185_1.png,1,1
5_186_1.png,1,1
5_187_1.png,1,1
5_190_1.png,0,1
5_191_1.png,1,1
5_192_1.png,1,1
5_193_1.png,1,1
5_194_1.png,0,1
5_195_1.png,1,1
5_199_1.png,1,1
5_200_1.png,1,1
5_202_1.png,1,1
5_203_1.png,1,1
5_206_1.png,1,1
5_207_1.png,1,1
5_209_1.png,1,1
5_210_1.png,1,1
5_211_1.png,0,1
5_214_1.png,1,1
5_215_1.png,1,1
5_216_1.png,0,1
5_217_1.png,1,1
5_219_1.png,1,1
5_220_1.png,1,1
5_221_1.png,0,1
5_226_1.png,1,1
5_227_1.png,1,1
5_229_1.png,0,1
5_230_1.png,1,1
5_231_1.png,0,1
5_235_1.png,1,1
5_236_1.png,0,1
5_237_1.png,1,1
5_239_1.png,0,1
5_243_1.png,1,1
5_244_1.png,0,1
5_245_1.png,0,1
5_247_1.png,1,1
5_248_1.png,1,1
5_249_1.png,0,1
5_250_1.png,1,1
5_251_1.png,0,1
5_253_1.png,1,1
5_256_1.png,1,1
6_137_1.png,1,1
6_138_1.png,1,1
6_139_1.png,1,1
6_141_1.png,1,1
6_142_1.png,1,1
6_143_1.png,1,1
6_144_1.png,1,1
6_145_1.png,0,1
6_147_1.png,0,1
6_148_1.png,1,1
6_149_1.png,1,1
6_151_1.png,1,1
6_155_1.png,0,1
6_156_1.png,0,1
6_157_1.png,0,1
6_158_1.png,0,1
6_159_1.png,1,1
6_160_1.png,1,1
6_161_1.png,1,1
6_162_1.png,1,1
6_163_1.png,0,1
6_166_1.png,1,1
6_170_1.png,0,1
6_171_1.png,0,1
6_172_1.png,1,1
6_173_1.png,1,1
6_174_1.png,1,1
6_175_1.png,1,1
6_176_1.png,1,1
6_178_1.png,0,1
6_179_1.png,1,1
6_180_1.png,1,1
6_181_1.png,0,1
6_182_1.png,0,1
6_183_1.png,1,1
6_184_1.png,1,1
6_185_1.png,1,1
6_186_1.png,1,1
6_187_1.png,1,1
6_190_1.png,0,1
6_191_1.png,1,1
6_192_1.png,1,1
6_193_1.png,1,1
6_194_1.png,0,1
6_195_1.png,1,1
6_199_1.png,1,1
6_200_1.png,1,1
6_202_1.png,1,1
6_203_1.png,1,1
6_206_1.png,1,1
6_207_1.png,1,1
6_209_1.png,1,1
6_210_1.png,1,1
6_211_1.png,0,1
6_214_1.png,1,1
6_215_1.png,1,1
6_216_1.png,0,1
6_217_1.png,1,1
6_219_1.png,1,1
6_220_1.png,1,1
6_221_1.png,0,1
6_226_1.png,1,1
6_227_1.png,1,1
6_229_1.png,0,1
6_230_1.png,1,1
6_231_1.png,0,1
6_235_1.png,1,1
6_236_1.png,0,1
6_237_1.png,1,1
6_239_1.png,0,1
6_243_1.png,1,1
6_244_1.png,0,1
6_245_1.png,0,1
6_247_1.png,1,1
6_248_1.png,1,1
6_249_1.png,0,1
6_250_1.png,1,1
6_251_1.png,0,1
6_253_1.png,1,1
6_256_1.png,1,1
7_137_1.png,1,1
7_138_1.png,1,1
7_139_1.png,1,1
7_141_1.png,1,1
7_142_1.png,1,1
7_143_1.png,1,1
7_144_1.png,1,1
7_145_1.png,0,1
7_147_1.png,0,1
7_148_1.png,1,1
7_149_1.png,1,1
7_151_1.png,1,1
7_155_1.png,0,1
7_156_1.png,0,1
7_157_1.png,0,1
7_158_1.png,0,1
7_159_1.png,1,1
7_160_1.png,1,1
7_161_1.png,1,1
7_162_1.png,1,1
7_163_1.png,0,1
7_166_1.png,1,1
7_170_1.png,0,1
7_171_1.png,0,1
7_172_1.png,1,1
7_173_1.png,1,1
7_174_1.png,1,1
7_175_1.png,1,1
7_176_1.png,1,1
7_178_1.png,0,1
7_179_1.png,1,1
7_180_1.png,1,1
7_181_1.png,0,1
7_182_1.png,0,1
7_183_1.png,1,1
7_184_1.png,1,1
7_185_1.png,1,1
7_186_1.png,1,1
7_187_1.png,1,1
7_190_1.png,0,1
7_191_1.png,1,1
7_192_1.png,1,1
7_193_1.png,1,1
7_194_1.png,0,1
7_195_1.png,1,1
7_199_1.png,1,1
7_200_1.png,1,1
7_202_1.png,1,1
7_203_1.png,1,1
7_206_1.png,1,1
7_207_1.png,1,1
7_209_1.png,1,1
7_210_1.png,1,1
7_211_1.png,0,1
7_214_1.png,1,1
7_215_1.png,1,1
7_216_1.png,0,1
7_217_1.png,1,1
7_219_1.png,1,1
7_220_1.png,1,1
7_221_1.png,0,1
7_226_1.png,1,1
7_227_1.png,1,1
7_229_1.png,0,1
7_230_1.png,1,1
7_231_1.png,0,1
7_235_1.png,1,1
7_236_1.png,0,1
7_237_1.png,1,1
7_239_1.png,0,1
7_243_1.png,1,1
7_244_1.png,0,1
7_245_1.png,0,1
7_247_1.png,1,1
7_248_1.png,1,1
7_249_1.png,0,1
7_250_1.png,1,1
7_251_1.png,0,1
7_253_1.png,1,1
7_256_1.png,1,1
8_137_1.png,1,1
8_138_1.png,1,1
8_139_1.png,1,1
8_141_1.png,1,1
8_142_1.png,1,1
8_143_1.png,1,1
8_144_1.png,1,1
8_145_1.png,0,1
8_147_1.png,0,1
8_148_1.png,1,1
8_149_1.png,1,1
8_151_1.png,1,1
8_155_1.png,0,1
8_156_1.png,0,1
8_157_1.png,0,1
8_158_1.png,0,1
8_159_1.png,1,1
8_160_1.png,1,1
8_161_1.png,1,1
8_162_1.png,1,1
8_163_1.png,0,1
8_166_1.png,1,1
8_170_1.png,0,1
8_171_1.png,0,1
8_172_1.png,1,1
8_173_1.png,1,1
8_174_1.png,1,1
8_175_1.png,1,1
8_176_1.png,1,1
8_178_1.png,0,1
8_179_1.png,1,1
8_180_1.png,1,1
8_181_1.png,0,1
8_182_1.png,0,1
8_183_1.png,1,1
8_184_1.png,1,1
8_185_1.png,1,1
8_186_1.png,1,1
8_187_1.png,1,1
8_190_1.png,0,1
8_191_1.png,1,1
8_192_1.png,1,1
8_193_1.png,1,1
8_194_1.png,0,1
8_195_1.png,1,1
8_199_1.png,1,1
8_200_1.png,1,1
8_202_1.png,1,1
8_203_1.png,1,1
8_206_1.png,1,1
8_207_1.png,1,1
8_209_1.png,1,1
8_210_1.png,1,1
8_211_1.png,0,1
8_214_1.png,1,1
8_215_1.png,1,1
8_216_1.png,0,1
8_217_1.png,1,1
8_219_1.png,1,1
8_220_1.png,1,1
8_221_1.png,0,1
8_226_1.png,1,1
8_227_1.png,1,1
8_229_1.png,0,1
8_230_1.png,1,1
8_231_1.png,0,1
8_235_1.png,1,1
8_236_1.png,0,1
8_237_1.png,1,1
8_239_1.png,0,1
8_243_1.png,1,1
8_244_1.png,0,1
8_245_1.png,0,1
8_247_1.png,1,1
8_248_1.png,1,1
8_249_1.png,0,1
8_250_1.png,1,1
8_251_1.png,0,1
8_253_1.png,1,1
8_256_1.png,1,1
9_137_1.png,1,1
9_138_1.png,1,1
9_139_1.png,1,1
9_141_1.png,1,1
9_142_1.png,1,1
9_143_1.png,1,1
9_144_1.png,1,1
9_145_1.png,0,1
9_147_1.png,0,1
9_148_1.png,1,1
9_149_1.png,1,1
9_151_1.png,1,1
9_155_1.png,0,1
9_156_1.png,0,1
9_157_1.png,0,1
9_158_1.png,0,1
9_159_1.png,1,1
9_160_1.png,1,1
9_161_1.png,1,1
9_162_1.png,1,1
9_163_1.png,0,1
9_166_1.png,1,1
9_170_1.png,0,1
9_171_1.png,0,1
9_172_1.png,1,1
9_173_1.png,1,1
9_174_1.png,1,1
9_175_1.png,1,1
9_176_1.png,1,1
9_178_1.png,0,1
9_179_1.png,1,1
9_180_1.png,1,1
9_181_1.png,0,1
9_182_1.png,0,1
9_183_1.png,1,1
9_184_1.png,1,1
9_185_1.png,1,1
9_186_1.png,1,1
9_187_1.png,1,1
9_190_1.png,0,1
9_191_1.png,1,1
9_192_1.png,1,1
9_193_1.png,1,1
9_194_1.png,0,1
9_195_1.png,1,1
9_199_1.png,1,1
9_200_1.png,1,1
9_202_1.png,1,1
9_203_1.png,1,1
9_206_1.png,1,1
9_207_1.png,1,1
9_209_1.png,1,1
9_210_1.png,1,1
9_211_1.png,0,1
9_214_1.png,1,1
9_215_1.png,1,1
9_216_1.png,0,1
9_217_1.png,1,1
9_219_1.png,1,1
9_220_1.png,1,1
9_221_1.png,0,1
9_226_1.png,1,1
9_227_1.png,1,1
9_229_1.png,0,1
9_230_1.png,1,1
9_231_1.png,0,1
9_235_1.png,1,1
9_236_1.png,0,1
9_237_1.png,1,1
9_239_1.png,0,1
9_243_1.png,1,1
9_244_1.png,0,1
9_245_1.png,0,1
9_247_1.png,1,1
9_248_1.png,1,1
9_249_1.png,0,1
9_250_1.png,1,1
9_251_1.png,0,1
9_253_1.png,1,1
9_256_1.png,1,1
10_137_1.png,1,1
10_138_1.png,1,1
10_139_1.png,1,1
10_141_1.png,1,1
10_142_1.png,1,1
10_143_1.png,1,1
10_144_1.png,1,1
10_145_1.png,0,1
10_147_1.png,0,1
10_148_1.png,1,1
10_149_1.png,1,1
10_151_1.png,1,1
10_155_1.png,0,1
10_156_1.png,0,1
10_157_1.png,0,1
10_158_1.png,0,1
10_159_1.png,1,1
10_160_1.png,1,1
10_161_1.png,1,1
10_162_1.png,1,1
10_163_1.png,0,1
10_166_1.png,1,1
10_170_1.png,0,1
10_171_1.png,0,1
10_172_1.png,1,1
10_173_1.png,1,1
10_174_1.png,1,1
10_175_1.png,1,1
10_176_1.png,1,1
10_178_1.png,0,1
10_179_1.png,1,1
10_180_1.png,1,1
10_181_1.png,0,1
10_182_1.png,0,1
10_183_1.png,1,1
10_184_1.png,1,1
10_185_1.png,1,1
10_186_1.png,1,1
10_187_1.png,1,1
10_190_1.png,0,1
10_191_1.png,1,1
10_192_1.png,1,1
10_193_1.png,1,1
10_194_1.png,0,1
10_195_1.png,1,1
10_199_1.png,1,1
10_200_1.png,1,1
10_202_1.png,1,1
10_203_1.png,1,1
10_206_1.png,1,1
10_207_1.png,1,1
10_209_1.png,1,1
10_210_1.png,1,1
10_211_1.png,0,1
10_214_1.png,1,1
10_215_1.png,1,1
10_216_1.png,0,1
10_217_1.png,1,1
10_219_1.png,1,1
10_220_1.png,1,1
10_221_1.png,0,1
10_226_1.png,1,1
10_227_1.png,1,1
10_229_1.png,0,1
10_230_1.png,1,1
10_231_1.png,0,1
10_235_1.png,1,1
10_236_1.png,0,1
10_237_1.png,1,1
10_239_1.png,0,1
10_243_1.png,1,1
10_244_1.png,0,1
10_245_1.png,0,1
10_247_1.png,1,1
10_248_1.png,1,1
10_249_1.png,0,1
10_250_1.png,1,1
10_251_1.png,0,1
10_253_1.png,1,1
10_256_1.png,1,1
11_137_1.png,1,0
11_138_1.png,1,0
11_139_1.png,1,0
11_141_1.png,1,0
11_142_1.png,1,0
11_143_1.png,1,0
11_144_1.png,1,0
11_145_1.png,0,0
11_147_1.png,0,0
11_148_1.png,1,0
11_149_1.png,1,0
11_151_1.png,1,0
11_155_1.png,0,0
11_156_1.png,0,0
11_157_1.png,0,0
11_158_1.png,0,0
11_159_1.png,1,0
11_160_1.png,1,0
11_161_1.png,1,0
11_162_1.png,1,0
11_163_1.png,0,0
11_166_1.png,1,0
11_170_1.png,0,0
11_171_1.png,0,0
11_172_1.png,1,0
11_173_1.png,1,0
11_174_1.png,1,0
11_175_1.png,1,0
11_176_1.png,1,0
11_178_1.png,0,0
11_179_1.png,1,0
11_180_1.png,1,0
11_181_1.png,0,0
11_182_1.png,0,0
11_183_1.png,1,0
11_184_1.png,1,0
11_185_1.png,1,0
11_186_1.png,1,0
11_187_1.png,1,0
11_190_1.png,0,0
11_191_1.png,1,0
11_192_1.png,1,0
11_193_1.png,1,0
11_194_1.png,0,0
11_195_1.png,1,0
11_199_1.png,1,0
11_200_1.png,1,0
11_202_1.png,1,0
11_203_1.png,1,0
11_206_1.png,1,0
11_207_1.png,1,0
11_209_1.png,1,0
11_210_1.png,1,0
11_211_1.png,0,0
11_214_1.png,1,0
11_215_1.png,1,0
11_216_1.png,0,0
11_217_1.png,1,0
11_219_1.png,1,0
11_220_1.png,1,0
11_221_1.png,0,0
11_226_1.png,1,0
11_227_1.png,1,0
11_229_1.png,0,0
11_230_1.png,1,0
11_231_1.png,0,0
11_235_1.png,1,0
11_236_1.png,0,0
11_237_1.png,1,0
11_239_1.png,0,0
11_243_1.png,1,0
11_244_1.png,0,0
11_245_1.png,0,0
11_247_1.png,1,0
11_248_1.png,1,0
11_249_1.png,0,0
11_250_1.png,1,0
11_251_1.png,0,0
11_253_1.png,1,0
11_256_1.png,1,0
12_137_1.png,1,0
12_138_1.png,1,0
12_139_1.png,1,0
12_141_1.png,1,0
12_142_1.png,1,0
12_143_1.png,1,0
12_144_1.png,1,0
12_145_1.png,0,0
12_147_1.png,0,0
12_148_1.png,1,0
12_149_1.png,1,0
12_151_1.png,1,0
12_155_1.png,0,0
12_156_1.png,0,0
12_157_1.png,0,0
12_158_1.png,0,0
12_159_1.png,1,0
12_160_1.png,1,0
12_161_1.png,1,0
12_162_1.png,1,0
12_163_1.png,0,0
12_166_1.png,1,0
12_170_1.png,0,0
12_171_1.png,0,0
12_172_1.png,1,0
12_173_1.png,1,0
12_174_1.png,1,0
12_175_1.png,1,0
12_176_1.png,1,0
12_178_1.png,0,0
12_179_1.png,1,0
12_180_1.png,1,0
12_181_1.png,0,0
12_182_1.png,0,0
12_183_1.png,1,0
12_184_1.png,1,0
12_185_1.png,1,0
12_186_1.png,1,0
12_187_1.png,1,0
12_190_1.png,0,0
12_191_1.png,1,0
12_192_1.png,1,0
12_193_1.png,1,0
12_194_1.png,0,0
12_195_1.png,1,0
12_199_1.png,1,0
12_200_1.png,1,0
12_202_1.png,1,0
12_203_1.png,1,0
12_206_1.png,1,0
12_207_1.png,1,0
12_209_1.png,1,0
12_210_1.png,1,0
12_211_1.png,0,0
12_214_1.png,1,0
12_215_1.png,1,0
12_216_1.png,0,0
12_217_1.png,1,0
12_219_1.png,1,0
12_220_1.png,1,0
12_221_1.png,0,0
12_226_1.png,1,0
12_227_1.png,1,0
12_229_1.png,0,0
12_230_1.png,1,0
12_231_1.png,0,0
12_235_1.png,1,0
12_236_1.png,0,0
12_237_1.png,1,0
12_239_1.png,0,0
12_243_1.png,1,0
12_244_1.png,0,0
12_245_1.png,0,0
12_247_1.png,1,0
12_248_1.png,1,0
12_249_1.png,0,0
12_250_1.png,1,0
12_251_1.png,0,0
12_253_1.png,1,0
12_256_1.png,1,0
13_137_1.png,1,0
13_138_1.png,1,0
13_139_1.png,1,0
13_141_1.png,1,0
13_142_1.png,1,0
13_143_1.png,1,0
13_144_1.png,1,0
13_145_1.png,0,0
13_147_1.png,0,0
13_148_1.png,1,0
13_149_1.png,1,0
13_151_1.png,1,0
13_155_1.png,0,0
13_156_1.png,0,0
13_157_1.png,0,0
13_158_1.png,0,0
13_159_1.png,1,0
13_160_1.png,1,0
13_161_1.png,1,0
13_162_1.png,1,0
13_163_1.png,0,0
13_166_1.png,1,0
13_170_1.png,0,0
13_171_1.png,0,0
13_172_1.png,1,0
13_173_1.png,1,0
13_174_1.png,1,0
13_175_1.png,1,0
13_176_1.png,1,0
13_178_1.png,0,0
13_179_1.png,1,0
13_180_1.png,1,0
13_181_1.png,0,0
13_182_1.png,0,0
13_183_1.png,1,0
13_184_1.png,1,0
13_185_1.png,1,0
13_186_1.png,1,0
13_187_1.png,1,0
13_190_1.png,0,0
13_191_1.png,1,0
13_192_1.png,1,0
13_193_1.png,1,0
13_194_1.png,0,0
13_195_1.png,1,0
13_199_1.png,1,0
13_200_1.png,1,0
13_202_1.png,1,0
13_203_1.png,1,0
13_206_1.png,1,0
13_207_1.png,1,0
13_209_1.png,1,0
13_210_1.png,1,0
13_211_1.png,0,0
13_214_1.png,1,0
13_215_1.png,1,0
13_216_1.png,0,0
13_217_1.png,1,0
13_219_1.png,1,0
13_220_1.png,1,0
13_221_1.png,0,0
13_226_1.png,1,0
13_227_1.png,1,0
13_229_1.png,0,0
13_230_1.png,1,0
13_231_1.png,0,0
13_235_1.png,1,0
13_236_1.png,0,0
13_237_1.png,1,0
13_239_1.png,0,0
13_243_1.png,1,0
13_244_1.png,0,0
13_245_1.png,0,0
13_247_1.png,1,0
13_248_1.png,1,0
13_249_1.png,0,0
13_250_1.png,1,0
13_251_1.png,0,0
13_253_1.png,1,0
13_256_1.png,1,0
14_137_1.png,1,0
14_138_1.png,1,0
14_139_1.png,1,0
14_141_1.png,1,0
14_142_1.png,1,0
14_143_1.png,1,0
14_144_1.png,1,0
14_145_1.png,0,0
14_147_1.png,0,0
14_148_1.png,1,0
14_149_1.png,1,0
14_151_1.png,1,0
14_155_1.png,0,0
14_156_1.png,0,0
14_157_1.png,0,0
14_158_1.png,0,0
14_159_1.png,1,0
14_160_1.png,1,0
14_161_1.png,1,0
14_162_1.png,1,0
14_163_1.png,0,0
14_166_1.png,1,0
14_170_1.png,0,0
14_171_1.png,0,0
14_172_1.png,1,0
14_173_1.png,1,0
14_174_1.png,1,0
14_175_1.png,1,0
14_176_1.png,1,0
14_178_1.png,0,0
14_179_1.png,1,0
14_180_1.png,1,0
14_181_1.png,0,0
14_182_1.png,0,0
14_183_1.png,1,0
14_184_1.png,1,0
14_185_1.png,1,0
14_186_1.png,1,0
14_187_1.png,1,0
14_190_1.png,0,0
14_191_1.png,1,0
14_192_1.png,1,0
14_193_1.png,1,0
14_194_1.png,0,0
14_195_1.png,1,0
14_199_1.png,1,0
14_200_1.png,1,0
14_202_1.png,1,0
14_203_1.png,1,0
14_206_1.png,1,0
14_207_1.png,1,0
14_209_1.png,1,0
14_210_1.png,1,0
14_211_1.png,0,0
14_214_1.png,1,0
14_215_1.png,1,0
14_216_1.png,0,0
14_217_1.png,1,0
14_219_1.png,1,0
14_220_1.png,1,0
14_221_1.png,0,0
14_226_1.png,1,0
14_227_1.png,1,0
14_229_1.png,0,0
14_230_1.png,1,0
14_231_1.png,0,0
14_235_1.png,1,0
14_236_1.png,0,0
14_237_1.png,1,0
14_239_1.png,0,0
14_243_1.png,1,0
14_244_1.png,0,0
14_245_1.png,0,0
14_247_1.png,1,0
14_248_1.png,1,0
14_249_1.png,0,0
14_250_1.png,1,0
14_251_1.png,0,0
14_253_1.png,1,0
14_256_1.png,1,0
15_137_1.png,1,0
15_138_1.png,1,0
15_139_1.png,1,0
15_141_1.png,1,0
15_142_1.png,1,0
15_143_1.png,1,0
15_144_1.png,1,0
15_145_1.png,0,0
15_147_1.png,0,0
15_148_1.png,1,0
15_149_1.png,1,0
15_151_1.png,1,0
15_155_1.png,0,0
15_156_1.png,0,0
15_157_1.png,0,0
15_158_1.png,0,0
15_159_1.png,1,0
15_160_1.png,1,0
15_161_1.png,1,0
15_162_1.png,1,0
15_163_1.png,0,0
15_166_1.png,1,0
15_170_1.png,0,0
15_171_1.png,0,0
15_172_1.png,1,0
15_173_1.png,1,0
15_174_1.png,1,0
15_175_1.png,1,0
15_176_1.png,1,0
15_178_1.png,0,0
15_179_1.png,1,0
15_180_1.png,1,0
15_181_1.png,0,0
15_182_1.png,0,0
15_183_1.png,1,0
15_184_1.png,1,0
15_185_1.png,1,0
15_186_1.png,1,0
15_187_1.png,1,0
15_190_1.png,0,0
15_191_1.png,1,0
15_192_1.png,1,0
15_193_1.png,1,0
15_194_1.png,0,0
